1.000000e-04	1.999000e+00	1.999000e+00	1.000000e+00	-3.000000e+00
2.000000e-04	1.998000e+00	1.998000e+00	1.000000e+00	1.701800e+01
3.000000e-04	1.997000e+00	1.997000e+00	1.000000e+00	-6.321613e+01
4.000000e-04	1.996001e+00	1.996001e+00	1.000000e+00	2.587312e+02
5.000000e-04	1.995001e+00	1.995001e+00	1.000000e+00	-1.034562e+03
6.000000e-04	1.994002e+00	1.994002e+00	1.000000e+00	4.166536e+03
7.000000e-04	1.993003e+00	1.993002e+00	1.000000e+00	-1.677355e+04
8.000000e-04	1.992003e+00	1.992003e+00	1.000000e+00	6.762722e+04
9.000000e-04	1.991004e+00	1.991004e+00	1.000000e+00	-2.729365e+05
1.000000e-03	1.990005e+00	1.990005e+00	1.000000e+00	1.102795e+06
1.100000e-03	1.989006e+00	1.989006e+00	1.000000e+00	-4.460751e+06
1.200000e-03	1.988008e+00	1.988007e+00	1.000000e+00	1.806357e+07
1.300000e-03	1.987009e+00	1.987008e+00	1.000000e+00	-7.322855e+07
1.400000e-03	1.986011e+00	1.986010e+00	1.000000e+00	2.971925e+08
1.500000e-03	1.985012e+00	1.985011e+00	1.000000e+00	-1.207467e+09
1.600000e-03	1.984014e+00	1.984013e+00	1.000000e+00	4.911250e+09
1.700000e-03	1.983016e+00	1.983015e+00	1.000000e+00	-1.999804e+10
1.800000e-03	1.982018e+00	1.982017e+00	1.000000e+00	8.151943e+10
1.900000e-03	1.981020e+00	1.981019e+00	1.000000e+00	-3.326689e+11
2.000000e-03	1.980022e+00	1.980021e+00	1.000000e+00	1.359065e+12
2.100000e-03	1.979025e+00	1.979024e+00	1.000000e+00	-5.558332e+12
2.200000e-03	1.978028e+00	1.978026e+00	1.000000e+00	2.275749e+13
2.300000e-03	1.977030e+00	1.977029e+00	1.000000e+00	-9.327800e+13
2.400000e-03	1.976033e+00	1.976032e+00	1.000000e+00	3.827441e+14
2.500000e-03	1.975036e+00	1.975035e+00	1.000000e+00	-1.572214e+15
2.600000e-03	1.974039e+00	1.974038e+00	1.000000e+00	6.465289e+15
2.700000e-03	1.973043e+00	1.973041e+00	1.000000e+00	-2.661563e+16
